(75, 123, 143, 255):(30,50,59,255)
(35, 76, 96, 255):(20,47,54,255)
(65, 108, 127, 255):(21,51,59,255)
(131, 182, 203, 255):(25,53,67,255)
(106, 162, 185, 255):(15,46,64,255)
(35, 92, 121, 255):(8,51,67,255)
(36, 101, 131, 255):(4,60,75,255)
(52, 133, 162, 255):(10,79,95,255)
(43, 134, 161, 255):(2,75,94,255)
(96, 188, 211, 255):(56,123,142,255)
(95, 182, 202, 255):(129,187,207,255)
(135, 206, 226, 255):(128,181,199,255)
(154, 213, 231, 255):(69,111,127,255)
(132, 179, 195, 255):(37,64,75,255)
(65, 99, 111, 255):(22,39,49,255)
(19, 39, 48, 255):(22,39,49,255)
(32, 45, 53, 255):(22,39,49,255)
(27, 8, 4, 255):(34,43,52,255)
(16, 5, 3, 255):(48,75,86,255)
(23, 27, 28, 255):(98,145,161,255)
(23, 44, 49, 255):(164,225,244,255)
(46, 84, 95, 255):(148,214,238,255)
(138, 189, 206, 255):(92,158,184,255)
(110, 168, 192, 255):(47,103,128,255)
(49, 109, 137, 255):(10,56,79,255)
(26, 81, 111, 255):(8,45,61,255)
(73, 124, 153, 255):(13,45,56,255)
(58, 110, 132, 255):(13,40,49,255)
(42, 93, 112, 255):(18,41,49,255)
(41, 93, 107, 255):(16,36,43,255)
(31, 80, 94, 255):(12,35,43,255)
(37, 85, 99, 255):(11,39,51,255)
(44, 93, 107, 255):(7,45,58,255)
(33, 84, 101, 255):(17,66,81,255)
(34, 93, 111, 255):(23,82,98,255)
(54, 127, 146, 255):(20,83,98,255)
(34, 116, 137, 255):(13,71,83,255)
(22, 115, 133, 255):(11,47,59,255)
(32, 118, 135, 255):(12,32,41,255)
(21, 82, 101, 255):(19,30,36,255)
(21, 64, 83, 255):(25,35,37,255)
(24, 55, 73, 255):(25,39,40,255)
(29, 61, 76, 255):(22,36,39,255)
(29, 71, 85, 255):(22,32,41,255)
(17, 63, 79, 255):(19,32,41,255)
(5, 51, 74, 255):(15,35,44,255)
(9, 63, 89, 255):(8,41,50,255)
(14, 84, 109, 255):(11,59,71,255)
(14, 94, 117, 255):(0,56,71,255)
(29, 117, 139, 255):(21,77,94,255)
(35, 122, 142, 255):(100,153,171,255)
(134, 206, 228, 255):(95,143,163,255)
(148, 211, 229, 255):(28,65,83,255)
(142, 195, 211, 255):(37,56,70,255)
(116, 158, 172, 255):(29,39,49,255)
(31, 58, 67, 255):(29,39,49,255)
(18, 37, 44, 255):(29,39,49,255)
(23, 9, 9, 255):(18,22,31,255)
(24, 18, 20, 255):(24,46,59,255)
(30, 39, 44, 255):(120,163,180,255)
(80, 107, 116, 255):(161,218,237,255)
(136, 182, 197, 255):(144,206,229,255)
(169, 227, 247, 255):(44,105,126,255)
(106, 170, 195, 255):(14,62,84,255)
(86, 151, 179, 255):(12,49,65,255)
(53, 110, 139, 255):(19,43,53,255)
(50, 101, 128, 255):(14,29,36,255)
(18, 65, 85, 255):(19,27,30,255)
(18, 61, 77, 255):(23,27,30,255)
(26, 68, 80, 255):(14,15,19,255)
(15, 53, 64, 255):(24,25,30,255)
(20, 56, 68, 255):(18,25,35,255)
(24, 62, 73, 255):(45,61,74,255)
(16, 60, 73, 255):(75,104,118,255)
(14, 65, 82, 255):(33,71,84,255)
(21, 84, 102, 255):(20,62,76,255)
(25, 98, 115, 255):(24,58,70,255)
(21, 102, 119, 255):(11,28,38,255)
(25, 98, 113, 255):(21,26,32,255)
(18, 67, 82, 255):(24,22,25,255)
(14, 48, 60, 255):(36,32,31,255)
(24, 46, 57, 255):(31,32,27,255)
(30, 50, 59, 255):(26,26,24,255)
(20, 47, 54, 255):(30,25,29,255)
(21, 51, 59, 255):(30,25,31,255)
(25, 53, 67, 255):(22,21,26,255)
(15, 46, 64, 255):(12,21,26,255)
(8, 51, 67, 255):(7,30,38,255)
(4, 60, 75, 255):(9,41,52,255)
(10, 79, 95, 255):(29,66,84,255)
(2, 75, 94, 255):(41,82,100,255)
(56, 123, 142, 255):(37,75,96,255)
(129, 187, 207, 255):(30,57,78,255)
(128, 181, 199, 255):(43,52,67,255)
(69, 111, 127, 255):(41,41,53,255)
(37, 64, 75, 255):(41,41,53,255)
(22, 39, 49, 255):(41,41,53,255)
(34, 19, 22, 255):(17,21,30,255)
(37, 31, 35, 255):(30,52,65,255)
(34, 43, 52, 255):(100,142,158,255)
(48, 75, 86, 255):(134,189,209,255)
(98, 145, 161, 255):(139,200,221,255)
(164, 225, 244, 255):(31,89,109,255)
(148, 214, 238, 255):(6,52,68,255)
(92, 158, 184, 255):(16,45,59,255)
(47, 103, 128, 255):(16,31,38,255)
(10, 56, 79, 255):(18,22,25,255)
(8, 45, 61, 255):(23,19,20,255)
(13, 45, 56, 255):(21,12,13,255)
(13, 40, 49, 255):(22,12,13,255)
(18, 41, 49, 255):(23,17,19,255)
(16, 36, 43, 255):(25,22,29,255)
(12, 35, 43, 255):(53,60,68,255)
(11, 39, 51, 255):(80,100,109,255)
(7, 45, 58, 255):(32,60,71,255)
(17, 66, 81, 255):(22,52,63,255)
(23, 82, 98, 255):(26,48,59,255)
(20, 83, 98, 255):(23,30,40,255)
(13, 71, 83, 255):(36,31,37,255)
(11, 47, 59, 255):(30,21,22,255)
(12, 32, 41, 255):(44,34,32,255)
(19, 30, 36, 255):(37,30,24,255)
(25, 35, 37, 255):(36,28,25,255)
(25, 39, 40, 255):(36,26,25,255)
(22, 36, 39, 255):(29,19,20,255)
(22, 32, 41, 255):(34,23,27,255)
(19, 32, 41, 255):(26,21,25,255)
(15, 35, 44, 255):(17,22,28,255)
(8, 41, 50, 255):(20,37,47,255)
(11, 59, 71, 255):(24,51,68,255)
(0, 56, 71, 255):(14,49,69,255)
(21, 77, 94, 255):(16,48,71,255)
(100, 153, 171, 255):(23,45,68,255)
(95, 143, 163, 255):(41,44,61,255)
(28, 65, 83, 255):(48,42,56,255)
(37, 56, 70, 255):(48,42,56,255)
(29, 39, 49, 255):(48,42,56,255)
(37, 21, 22, 255):(6,13,19,255)
(39, 23, 24, 255):(6,13,19,255)
(28, 17, 15, 255):(6,13,19,255)
(25, 16, 19, 255):(24,48,60,255)
(20, 11, 14, 255):(24,48,60,255)
(19, 13, 13, 255):(24,48,60,255)
(18, 22, 31, 255):(32,75,92,255)
(17, 21, 30, 255):(32,75,92,255)
(6, 13, 19, 255):(32,75,92,255)
(24, 46, 59, 255):(59,116,136,255)
(30, 52, 65, 255):(59,116,136,255)
(24, 48, 60, 255):(59,116,136,255)
(120, 163, 180, 255):(120,182,203,255)
(100, 142, 158, 255):(120,182,203,255)
(32, 75, 92, 255):(120,182,203,255)
(161, 218, 237, 255):(85,143,163,255)
(134, 189, 209, 255):(85,143,163,255)
(59, 116, 136, 255):(85,143,163,255)
(144, 206, 229, 255):(33,76,93,255)
(139, 200, 221, 255):(33,76,93,255)
(120, 182, 203, 255):(33,76,93,255)
(44, 105, 126, 255):(19,47,59,255)
(31, 89, 109, 255):(19,47,59,255)
(85, 143, 163, 255):(19,47,59,255)
(14, 62, 84, 255):(29,40,46,255)
(6, 52, 68, 255):(29,40,46,255)
(33, 76, 93, 255):(29,40,46,255)
(12, 49, 65, 255):(26,26,28,255)
(16, 45, 59, 255):(26,26,28,255)
(19, 47, 59, 255):(26,26,28,255)
(19, 43, 53, 255):(30,21,22,255)
(16, 31, 38, 255):(30,21,22,255)
(29, 40, 46, 255):(30,21,22,255)
(14, 29, 36, 255):(29,19,18,255)
(18, 22, 25, 255):(29,19,18,255)
(26, 26, 28, 255):(29,19,18,255)
(19, 27, 30, 255):(18,8,9,255)
(23, 19, 20, 255):(18,8,9,255)
(23, 27, 30, 255):(37,31,33,255)
(21, 12, 13, 255):(37,31,33,255)
(29, 19, 18, 255):(37,31,33,255)
(14, 15, 19, 255):(33,33,35,255)
(22, 12, 13, 255):(33,33,35,255)
(18, 8, 9, 255):(33,33,35,255)
(24, 25, 30, 255):(13,23,25,255)
(23, 17, 19, 255):(13,23,25,255)
(37, 31, 33, 255):(13,23,25,255)
(18, 25, 35, 255):(11,35,39,255)
(25, 22, 29, 255):(11,35,39,255)
(33, 33, 35, 255):(11,35,39,255)
(45, 61, 74, 255):(12,41,47,255)
(53, 60, 68, 255):(12,41,47,255)
(13, 23, 25, 255):(12,41,47,255)
(75, 104, 118, 255):(21,48,57,255)
(80, 100, 109, 255):(21,48,57,255)
(11, 35, 39, 255):(21,48,57,255)
(33, 71, 84, 255):(22,40,50,255)
(32, 60, 71, 255):(22,40,50,255)
(12, 41, 47, 255):(22,40,50,255)
(20, 62, 76, 255):(23,27,36,255)
(22, 52, 63, 255):(23,27,36,255)
(21, 48, 57, 255):(23,27,36,255)
(24, 58, 70, 255):(27,22,28,255)
(26, 48, 59, 255):(27,22,28,255)
(22, 40, 50, 255):(27,22,28,255)
(11, 28, 38, 255):(41,32,33,255)
(23, 30, 40, 255):(41,32,33,255)
(23, 27, 36, 255):(41,32,33,255)
(21, 26, 32, 255):(45,35,33,255)
(36, 31, 37, 255):(45,35,33,255)
(27, 22, 28, 255):(45,35,33,255)
(24, 22, 25, 255):(38,30,27,255)
(30, 21, 22, 255):(38,30,27,255)
(41, 32, 33, 255):(38,30,27,255)
(36, 32, 31, 255):(37,32,28,255)
(44, 34, 32, 255):(37,32,28,255)
(45, 35, 33, 255):(37,32,28,255)
(31, 32, 27, 255):(35,27,25,255)
(37, 30, 24, 255):(35,27,25,255)
(38, 30, 27, 255):(35,27,25,255)
(26, 26, 24, 255):(29,20,21,255)
(36, 28, 25, 255):(29,20,21,255)
(37, 32, 28, 255):(29,20,21,255)
(30, 25, 29, 255):(35,26,27,255)
(36, 26, 25, 255):(35,26,27,255)
(35, 27, 25, 255):(35,26,27,255)
(30, 25, 31, 255):(31,25,27,255)
(29, 19, 20, 255):(31,25,27,255)
(29, 20, 21, 255):(31,25,27,255)
(22, 21, 26, 255):(33,32,38,255)
(34, 23, 27, 255):(33,32,38,255)
(35, 26, 27, 255):(33,32,38,255)
(12, 21, 26, 255):(28,38,48,255)
(26, 21, 25, 255):(28,38,48,255)
(31, 25, 27, 255):(28,38,48,255)
(7, 30, 38, 255):(23,49,66,255)
(17, 22, 28, 255):(23,49,66,255)
(33, 32, 38, 255):(23,49,66,255)
(9, 41, 52, 255):(15,47,68,255)
(20, 37, 47, 255):(15,47,68,255)
(28, 38, 48, 255):(15,47,68,255)
(29, 66, 84, 255):(20,50,76,255)
(24, 51, 68, 255):(20,50,76,255)
(23, 49, 66, 255):(20,50,76,255)
(41, 82, 100, 255):(21,41,65,255)
(14, 49, 69, 255):(21,41,65,255)
(15, 47, 68, 255):(21,41,65,255)
(37, 75, 96, 255):(31,34,51,255)
(16, 48, 71, 255):(31,34,51,255)
(20, 50, 76, 255):(31,34,51,255)
(30, 57, 78, 255):(46,40,54,255)
(23, 45, 68, 255):(46,40,54,255)
(21, 41, 65, 255):(46,40,54,255)
(43, 52, 67, 255):(46,40,54,255)
(41, 44, 61, 255):(46,40,54,255)
(31, 34, 51, 255):(46,40,54,255)
(41, 41, 53, 255):(46,40,54,255)
(48, 42, 56, 255):(46,40,54,255)
(46, 40, 54, 255):(46,40,54,255)
